,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,time
0,-9.898498124329645,0.4631697736544577,2.27714883648782,2.1226358202561566,0.5305474845523359,0.020960400035627106,0.0
1,-10.039197440670362,0.5068013582619918,2.475349182313603,2.670735878530986,-0.7183570229609072,-0.22779172352407073,0.009765625
2,-10.07377521284507,0.5086095678369458,2.6161152001571533,2.738810554424347,-2.509672587875976,-0.23765141989966837,0.01953125
3,-9.964065256496317,0.4690456537529664,2.709219863119798,2.398601623774526,-5.919918396374501,0.2297645987258682,0.029296875
4,-9.756667666571852,0.4498462929259268,2.812512135648323,2.301739089780077,-8.672169169473145,0.7630715448922067,0.0390625
5,-9.585015599957817,0.3224517354420204,2.7587540504999946,2.0132868146804794,-10.110704315500817,1.1808776822008025,0.048828125
6,-9.416426578618971,0.27663061629749836,2.6666771572356756,2.2228784216917252,-11.071724134584795,2.030966279496979,0.05859375
7,-9.304602172100292,0.3235723250084938,2.662675376727701,2.3114719362474996,-11.914523496522346,2.9422146485089384,0.068359375
8,-9.158920371785468,0.4142488367764131,2.541052082141476,1.0448672275392006,-12.285027334669858,3.4836952593478165,0.078125
9,-8.98536412081427,0.5363811922814877,2.4758902563054614,-1.0261518564927625,-11.225676718709963,3.8464898316654024,0.087890625
10,-8.93826916764247,0.6257681712018864,2.430937507065056,-1.8824226903063181,-9.26198369640261,4.097891082061567,0.09765625
11,-9.063578465818258,0.7178201288741997,2.4195753103550253,-2.3756992467534617,-7.652952045534544,4.165813017310385,0.107421875
12,-9.166383236502119,0.7598295466929104,2.3570925489931778,-2.977456045844089,-7.0627902360783406,4.593705135157719,0.1171875
13,-9.140503239002248,0.8610227903435315,2.2553934439384884,-2.771148003489405,-6.770094963550975,5.511939176985731,0.126953125
14,-9.092203985606542,0.9598515208667134,2.3491390801738827,-3.3000461671996932,-6.302293279643222,6.366763092427113,0.13671875
15,-9.085320794138436,1.110929664929583,2.463229752849115,-6.078318615804695,-5.195276522529351,7.703264164530373,0.146484375
16,-9.096937706597037,1.2186193135046168,2.5633803799425707,-10.141247540493929,-3.5586847962145893,9.036896762834337,0.15625
17,-8.985873481918116,1.1384266622800292,2.5439342333273984,-12.980327479072034,-3.3469519902296736,10.245952525835579,0.166015625
18,-8.786672808460066,1.2199102077795154,2.625167195798241,-13.19553758350293,-2.93933579146101,11.40707888946269,0.17578125
19,-8.637409173957845,1.2070943236732405,2.8172187044234,-15.274523910062282,0.9857836733642393,11.908192583671838,0.185546875
20,-8.621369849639867,1.0060444750783564,2.597916897267141,-16.82856242652848,5.040802801824144,11.496816120851877,0.1953125
21,-8.633347626218516,0.9678160689938291,2.3511586873150176,-16.455448945927653,8.220998216342636,9.929490081355796,0.205078125
22,-8.682305997925468,0.7995523284383025,2.140371508242381,-18.550002402690343,11.094991354436747,7.372469063134541,0.21484375
23,-8.676131884317535,0.7710054436356519,2.004250605795644,-19.678838106539928,11.950085790983325,4.0758986541665045,0.224609375
24,-8.549397245586063,0.8422519578505159,1.8896567537830036,-21.121361869668906,12.865365712668988,0.4730257970127396,0.234375
25,-8.468826540104088,0.975309064099432,1.7764695324823214,-22.60095725474513,14.250528948372407,-2.1506781433203104,0.244140625
26,-8.418703590793806,1.2206797929994215,1.718527187929889,-25.574150567779522,18.199892254874772,-5.438114567362522,0.25390625
27,-8.507749793577819,1.4017872511907754,1.826744236002986,-29.450653945983838,25.48055951436078,-7.73409676065497,0.263671875
28,-8.680719062053328,1.548185993762513,2.021451045892224,-32.06367077396647,33.59173892511465,-8.310411425647136,0.2734375
29,-9.167064236368086,1.8205242455044732,2.052181471067241,-34.14052318438139,41.93072574187707,-7.051723304283441,0.283203125
30,-9.349856663651437,1.8665706442551107,1.8172030925536835,-36.407216844461175,45.837875818680324,-4.415103443932335,0.29296875
31,-9.305969981127891,1.816767304265378,1.7827507038230477,-36.64134652184723,49.096305720738954,-1.2234939075169597,0.302734375
32,-9.765875279489185,1.897551755723424,1.780004464799676,-34.147709997373745,52.675993383576404,1.2499123166849784,0.3125
33,-9.731921362617728,2.1692523404542747,1.6088013381858692,-30.730628104356292,51.904381826062945,3.3365839468002436,0.322265625
34,-10.608045164051646,2.3410696779454203,1.5025161145631927,-31.559580550054772,55.631646363145016,7.199596041990502,0.33203125
35,-11.53798918533331,2.1045848802589275,1.2555401255555036,-34.80036267484181,52.277285988507884,13.453044565282278,0.341796875
36,-11.661933339430687,2.0718900354103873,1.2593097246542162,-32.114606948396904,36.371629151367884,17.892117014495803,0.3515625
37,-11.236926376732601,2.038524561684171,1.3742276793628458,-29.56094900644259,23.349702687175903,20.088408562102764,0.361328125
38,-10.486459145063934,1.8629393341184861,1.3523251891329693,-27.703741803043055,14.148721355719475,21.936958669999473,0.37109375
39,-10.476833087459296,1.7168335272271231,1.2595212031062573,-23.86222368930924,12.026720592894554,21.39310207544762,0.380859375
40,-9.89178856892394,1.6184745000865073,1.1813020468354472,-20.623296459212373,2.4416664253253804,20.01056976743129,0.390625
41,-8.9991645098642,1.4115218180653268,0.7541457935878199,-19.574734895623703,-4.397120162834613,17.046523502204064,0.400390625
42,-7.9667346109571415,0.9468812263510736,0.5726686530278329,-19.871670087062444,-4.979874228740969,14.96643183553892,0.41015625
43,-7.672726349287595,0.6267424501183197,0.448740113587891,-18.018258343299635,1.4446882599149697,12.142417363272012,0.419921875
44,-8.133819589520694,0.3815877792817566,0.17343975121465843,-16.322549412474455,10.843457528525008,10.73853290953282,0.4296875
45,-8.752514074261155,0.47988486440984846,-0.03324757273071482,-15.11693516579532,14.912184338440039,10.767148903526204,0.439453125
46,-8.799923752796767,0.5034055697877935,-0.12091662108234338,-18.45904303052707,12.201986412164821,10.980642948841362,0.44921875
47,-8.818366194958697,0.45319260986552995,-0.4405499281383049,-23.117126946607936,13.490476509153925,10.53936184505052,0.458984375
48,-8.903742332476572,0.6369494081818313,-0.5016566501267821,-23.832446424585203,15.527252123883727,9.204733167053416,0.46875
49,-8.907156712834224,0.7517352284667416,-0.23684998636892476,-23.071919854484726,14.169817210442012,7.7354982442556395,0.478515625
50,-8.719298911452352,0.8976931961982053,-0.02453996944023625,-22.913300266560867,11.374309525171274,6.377428971776081,0.48828125
51,-8.9020988184614,1.0202719163215115,-0.0672792762353413,-19.44034361540396,10.20514171946602,5.898338821149637,0.498046875
52,-8.956565231738715,1.4155038012041092,-0.12273873427071912,-16.929571166477945,9.323842874311381,6.0269016766667365,0.5078125
53,-9.11364358342056,1.728175674596147,-0.3831402093780239,-17.63164088112885,6.804825959440192,6.802932618949881,0.517578125
54,-9.00391047685307,2.0583672393002606,-0.551731065916979,-20.41914809356576,2.0086594962095776,6.885035256708683,0.52734375
