sample,time,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
3253,31.76757813,-34.13922072,-1.924094678,-25.10456229,-51.76732994,-72.78051399,51.48713362
3254,31.77734375,-40.21858524,-11.61925824,-31.73792837,-16.48709567,43.44579619,-12.26846125
3255,31.78710938,-16.29087187,-5.562327817,-25.08083334,32.52089194,41.24834745,-9.310041645
3256,31.796875,-17.84652175,-0.731200224,-7.176940721,35.90931129,140.1349308,-43.67934074
3257,31.80664063,-10.52206716,5.287549539,8.328092121,96.7365266,160.6571619,-98.56829234
3258,31.81640625,1.026312103,14.45999562,20.37156957,24.644104,171.0764987,-106.0582793
3259,31.82617188,2.792832695,8.974708124,30.22819327,-36.09229697,167.8716867,-151.9691744
3260,31.8359375,-3.454824008,13.34019474,10.50940231,37.45839996,196.2229162,-117.6874893
3261,31.84570313,-19.01655931,21.89484845,-3.516371118,121.6879443,344.6894948,-134.8748935
3262,31.85546875,-32.12420386,14.14375608,3.937890525,24.82959946,376.5260092,-153.2747952
3263,31.86523438,-28.14883465,9.33313163,12.5583921,-45.22847011,246.1481254,-110.2276245
3264,31.875,-6.444790688,2.595694118,10.92654141,-53.81079491,115.6925995,-56.00774293
3265,31.88476563,3.090347247,-2.371184074,9.098722326,-49.12431378,110.5442999,-64.76132179
3266,31.89453125,-3.955284365,5.403310226,4.293094352,3.291328143,174.6894641,-87.09369737
3267,31.90429688,-18.02463489,0.62630096,8.387521133,-12.25574105,187.9970193,-102.1792626
3268,31.9140625,-17.64091151,-5.519398057,6.786209513,-12.63264509,131.3129668,-76.40749251
3269,31.92382813,-13.37563733,-3.499591196,9.009423187,-0.934041599,92.68576214,-34.10178255
3270,31.93359375,-12.357074,4.904274427,7.73456514,14.06112793,77.08247454,-7.552993531
3271,31.94335938,-9.03545442,10.83691896,6.697948656,20.37983968,49.85129203,8.300382811
3272,31.953125,-8.236184903,4.921738214,7.435480838,-0.170635528,37.80463671,-9.675029698
3273,31.96289063,-7.791578383,0.753348336,7.60708901,-10.57472808,31.52181553,-13.20487699
3274,31.97265625,-7.265834593,1.854785569,7.578577606,-5.555044329,26.83666778,-6.471345487
3275,31.98242188,-7.365423076,2.933729125,7.75764876,-1.142836762,25.58462204,-6.94653939
3276,31.9921875,-7.470072168,3.566002518,7.421601715,-1.131800499,23.58948752,-7.817058026
3277,32.00195313,-7.050290916,2.759796742,7.434292953,-4.669330944,19.03430776,-8.529643841
3278,32.01171875,-7.120759066,2.086966927,7.438671948,-4.42000049,17.39741852,-8.595743354
3279,32.02148438,-6.794727883,1.900898769,7.405679539,-4.174051521,16.11189834,-7.673624033
3280,32.03125,-6.532103214,1.072949199,7.496595041,-3.211507551,16.23142796,-6.249430292
3281,32.04101563,-6.566185528,0.961127876,7.423801761,0.158766596,17.0404901,-3.144882693
3282,32.05078125,-6.847770448,1.5575636,7.385618939,5.225257431,16.22769401,0.703000009
3283,32.06054688,-6.988563154,1.941815364,7.239466694,8.2433034,15.0883178,3.490520722
3284,32.0703125,-6.961144502,2.080020818,7.240871678,9.635622499,13.69584689,4.849976238
3285,32.08007813,-6.852022773,2.324622534,7.253923643,10.48316107,12.84858694,5.653333318
3286,32.08984375,-6.850706725,2.444080817,7.189730045,10.48519863,12.4228642,5.651863405
3287,32.09960938,-6.978730243,2.441072451,7.111881879,10.97511166,10.9102562,5.710808814
3288,32.109375,-6.939785139,3.045044094,7.109138934,10.5595437,9.631418201,5.272408156
3289,32.11914063,-6.977727068,2.763636853,6.997983938,6.943630233,9.288483975,3.340299077
3290,32.12890625,-6.857756575,2.659238765,7.047758889,6.167668381,7.70074304,2.775595992
3291,32.13867188,-6.802526126,2.718216145,7.027513617,5.8105383,6.976269468,1.90760447
3292,32.1484375,-6.83699242,2.587275975,7.023569751,5.149832677,6.547076797,1.285833759
3293,32.15820313,-6.775642919,2.524318778,6.954388497,5.818357201,5.58677227,1.224240506
3294,32.16796875,-6.837413093,2.518001079,6.945060101,6.360084494,5.901466879,1.16642945
3295,32.17773438,-6.789928482,2.488688407,6.853832733,6.723026887,5.788877121,0.982837306
3296,32.1875,-6.830595894,2.434301974,6.782007594,7.089579908,5.010678517,0.55019557
3297,32.19726563,-6.779503902,2.046530321,6.737158626,6.911785919,4.465143118,0.177254778
3298,32.20703125,-6.726325677,1.627668601,6.690702752,8.840388499,4.48039042,1.606048879
3299,32.21679688,-6.604951866,1.647508231,6.662019539,12.39252247,5.362829837,4.033213529
3300,32.2265625,-6.056637669,2.328019656,7.294547406,13.04482703,7.303154776,5.33876818
3301,32.23632813,-5.76303524,3.148244848,7.784373423,8.85408368,13.07357242,4.84379734
3302,32.24609375,-6.348183718,2.977114356,7.580522818,2.485964688,20.65992874,2.12317283
3303,32.25585938,-6.6504521,2.414985555,7.631575735,-0.064423468,24.78127246,-0.158068868
3304,32.265625,-6.771664882,2.184869989,7.73843483,-0.329388609,30.46172932,-2.237082787
3305,32.27539063,-7.006450759,2.386448853,7.478703303,0.729259177,36.82911703,-3.87508936
3306,32.28515625,-6.91731559,2.303970941,7.586881552,2.577075792,42.49094556,-6.251755943
3307,32.29492188,-6.917847905,2.301565665,7.759089947,7.187018392,51.31450964,-9.343498878
3308,32.3046875,-6.807510379,2.307156866,8.204746053,10.08545332,64.28888813,-11.31920948
3309,32.31445313,-6.61640876,2.395231156,8.903164541,17.22146653,74.22733855,-12.54344631
3310,32.32421875,-6.320113199,3.394666667,9.053802452,23.03003012,83.63677644,-12.4191975
3311,32.33398438,-6.099420457,4.849157138,8.919853877,22.448524,92.4768604,-14.67391571
3312,32.34375,-6.29660742,5.733587827,8.561147028,20.47015922,105.8332009,-24.32271338
3313,32.35351563,-6.642735979,5.124244152,8.839694637,24.17425548,117.9856515,-36.29066371
3314,32.36328125,-6.643170038,4.020281811,9.481813471,31.30721548,130.870511,-43.92026403
3315,32.37304688,-6.694534124,3.650512018,10.41511663,39.5599056,147.7273295,-46.96535856
3316,32.3828125,-6.027957761,3.837165329,11.23651227,45.43963614,168.1731366,-48.71470734
3317,32.39257813,-4.917602847,5.338995397,12.32367415,42.33752901,198.5304531,-48.74845818
3318,32.40234375,-3.810366534,6.355787431,13.72202513,32.07984651,239.5965027,-58.46681047
3319,32.41210938,-2.982330479,6.000135067,15.22636038,24.14756714,273.8905091,-68.07338821
3320,32.421875,-1.744875837,5.71055242,16.60443317,19.62251772,328.5985464,-80.36745332
3321,32.43164063,-2.557585734,6.579533814,16.37060855,26.27317517,397.5903445,-103.8434124
3322,32.44140625,-6.903418827,5.838921841,15.75545585,25.80484759,454.1291182,-129.0031459
3323,32.45117188,-19.97506862,0.47078756,13.82312366,38.47403837,506.3295189,-166.5098414
3324,32.4609375,-32.89767543,-4.93025164,10.3682836,91.30297634,556.489583,-179.7588417
3325,32.47070313,-26.72842581,-4.546357533,7.519776759,166.5314023,564.9049754,-153.2489109
3326,32.48046875,-26.50757493,2.209893378,8.97477261,244.53727,569.4642083,-116.8679769
3327,32.49023438,-21.09713117,4.798160542,20.01437888,304.2283624,510.9250008,-98.56680551
3328,32.5,-18.81011836,13.91305734,20.85519706,314.0110411,491.6086285,-118.6941359
3329,32.50976563,-10.38557032,14.15368783,17.72654504,248.4456808,471.5973054,-187.3896117
3330,32.51953125,2.490905617,-1.784803942,9.718482141,157.2542325,365.3860656,-204.6982289
3331,32.52929688,-52.13551984,13.02248116,11.13732254,77.23740163,263.4110796,-134.5839348
3332,32.5390625,-35.83136628,14.37423579,19.28154147,17.92525538,-26.84884445,-70.5699592
