sample,time,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
1613,15.75195313,-6.463292215,4.147077832,7.677207263,-3.649826149,21.5927945,-11.90837149
1614,15.76171875,-6.512215656,4.090473129,7.178589553,-6.797214732,25.69323576,-17.8940568
1615,15.77148438,-6.856353276,3.722522166,6.750923354,-13.46107488,32.24873134,-21.23666927
1616,15.78125,-6.693492598,4.327199516,6.60204905,-14.52892263,28.71363661,-22.11808547
1617,15.79101563,-6.78879701,3.313022158,6.690103481,-16.67758357,24.50779333,-24.30284298
1618,15.80078125,-6.264196491,2.366760361,6.944434448,-22.78790606,26.29111658,-20.44166354
1619,15.81054688,-5.961634205,2.037511159,7.966647235,-27.15959265,30.73119781,-17.30257445
1620,15.8203125,-5.454201618,2.465289907,8.770313995,-33.12488929,40.43928239,-14.52348408
1621,15.83007813,-5.633073311,1.067610927,8.593996829,-51.8523972,52.38901391,-1.253446577
1622,15.83984375,-6.038629698,-0.310285307,8.853299716,-65.63528482,63.26105189,17.28175957
1623,15.84960938,-5.667460052,0.623585908,9.170652734,-75.20123609,73.01277146,43.23734172
1624,15.859375,-6.166015166,0.341344875,9.040295407,-96.66411338,87.0878063,62.05267293
1625,15.86914063,-6.63221464,-0.722689039,9.126906717,-114.3846361,100.8601018,81.25630761
1626,15.87890625,-6.477981174,0.749434174,9.039646097,-120.9670146,111.83526,88.41651016
1627,15.88867188,-7.081792676,1.175873682,9.021820736,-141.4264976,122.5111529,94.70243129
1628,15.8984375,-6.844005484,0.83803924,9.438125234,-188.2830446,136.6585292,105.8615732
1629,15.90820313,-7.899962523,-2.81284523,10.40496549,-239.9262548,153.4662263,120.7683674
1630,15.91796875,-9.022286584,-3.855848096,10.00948273,-252.9829118,175.2512972,142.8614915
1631,15.92773438,-9.403649726,-1.18389285,8.574623872,-256.9248812,194.8855892,169.6822802
1632,15.9375,-9.37400976,1.11201726,7.476945204,-293.0830768,202.2273395,190.0026009
1633,15.94726563,-11.2726692,-1.831840034,7.397895339,-343.1273746,199.4509858,206.8852261
1634,15.95703125,-9.752966522,-0.906619099,7.940377988,-357.3829499,182.752529,226.0007045
1635,15.96679688,-9.944355325,0.345798655,6.794585969,-371.3981129,169.6544492,235.6916126
1636,15.9765625,-11.12249618,0.491264381,4.974328832,-399.6774287,150.6620084,239.4900346
1637,15.98632813,-10.64286793,-0.905875068,4.546177816,-423.5962676,129.3496399,240.7735664
1638,15.99609375,-8.421503261,0.047971423,4.784301695,-432.9263399,108.7523367,249.043633
1639,16.00585938,-6.964361347,0.238301329,4.066296382,-453.9745669,99.23559075,267.7790579
1640,16.015625,-5.271777521,-0.205538737,4.415536473,-460.6412296,96.41023305,292.1019016
1641,16.02539063,-7.433265288,0.445420993,4.301478342,-452.0402864,95.06894356,312.5602835
1642,16.03515625,-11.09678145,0.018003708,3.603838095,-443.2980972,92.319366,324.9950021
1643,16.04492188,-10.67684173,-0.45611125,3.818403867,-432.7817697,85.18609454,335.634628
1644,16.0546875,-7.331191691,-1.046948812,4.372918006,-418.2355493,81.93762936,343.2857341
1645,16.06445313,-5.048667313,-1.345993876,4.827601801,-392.8959419,84.19238013,340.8328404
1646,16.07421875,-4.738035646,-0.394517851,4.795465354,-361.614381,95.26842386,332.7658145
1647,16.08398438,-5.187259794,0.820669742,4.801187847,-333.6631987,109.9195825,321.3012493
1648,16.09375,-5.148394477,2.215499984,4.937375405,-311.3143604,122.3986981,310.0471035
1649,16.10351563,-4.802494065,3.603755897,4.809837411,-298.0104136,133.5672125,298.1867379
1650,16.11328125,-4.785848574,3.992933897,5.239096433,-293.1960834,142.8403426,280.2923926
1651,16.12304688,-5.199587524,3.766816902,5.513066985,-286.9025477,147.0849735,258.4401032
1652,16.1328125,-5.290401324,3.490883991,5.63284561,-277.9423242,146.794764,242.569519
1653,16.14257813,-4.600908831,3.646244598,5.832440812,-263.7695796,142.995304,223.3206486
1654,16.15234375,-3.689965695,3.10565086,6.013616331,-252.9058782,138.2687693,200.7820697
1655,16.16210938,-2.490676696,3.120227042,6.011835069,-237.567899,132.684943,175.6725828
1656,16.171875,-1.873823639,4.34703372,6.086491385,-218.842828,127.0377734,146.3237769
1657,16.18164063,-0.55187662,3.796025458,6.1644741,-208.086152,123.117654,113.6088665
1658,16.19140625,-0.028678086,3.953667544,6.396900769,-201.3310175,122.9523832,81.25658602
1659,16.20117188,-2.475947343,4.691999135,7.645929796,-192.8274712,122.0472994,51.93344671
1660,16.2109375,-6.699338342,9.320349839,11.64380505,-186.0941296,107.2784331,37.72835028
1661,16.22070313,-16.76950964,11.02037142,19.37009949,-228.9933348,45.68032268,28.71907722
1662,16.23046875,-5.309027523,-1.322181985,14.24795577,-214.2687011,-75.38188404,49.53286969
1663,16.24023438,13.16720559,2.019675646,15.30419124,-89.99908909,-121.8956263,100.9641599
1664,16.25,-8.817480055,11.0935802,12.49317459,-49.80844387,-77.24927144,82.81936424
1665,16.25976563,-9.524436201,9.892658369,6.840609855,-42.09169343,-94.57110049,65.34095729
1666,16.26953125,-6.348394393,8.7835578,5.285082945,-41.25205729,-88.52877343,51.60976911
1667,16.27929688,-9.050577727,5.236574014,6.005245542,-52.60738287,-77.31616721,26.23649095
1668,16.2890625,-7.177669608,4.885566444,8.302643056,-35.96508885,-86.48260987,24.62452673
1669,16.29882813,-4.463659969,7.132269537,9.875387526,-13.92892287,-88.52283553,24.97739334
1670,16.30859375,-4.333063665,7.407629169,9.951386632,-4.653131725,-79.13824174,9.265449691
1671,16.31835938,-7.085053996,3.486689666,7.053570201,-9.577849082,-51.45206673,-11.32918974
1672,16.328125,-7.228219809,3.689244742,7.932911262,-11.39163004,-40.69447094,-4.206934164
1673,16.33789063,-5.970717267,5.191546131,8.244317952,-10.339417,-35.2023121,0.320822603
1674,16.34765625,-6.217243934,5.524758582,7.556921668,-10.074874,-26.21018124,-3.039411615
1675,16.35742188,-6.415312851,5.515601963,7.057044324,-9.488943859,-21.41242159,-6.165826395
1676,16.3671875,-6.419010209,5.281536364,6.75847405,-12.1617971,-16.23312259,-10.35635873
1677,16.37695313,-6.321249537,5.335143065,6.792630508,-11.61659542,-15.88966367,-12.51145747
1678,16.38671875,-6.201193571,5.175816163,6.638564056,-15.05921733,-14.08042631,-15.91571403
1679,16.39648438,-6.540644173,4.176954782,6.629372704,-18.50914101,-10.43481879,-20.17726001
1680,16.40625,-6.630844059,3.191383418,6.688442515,-17.79323964,-8.529692567,-20.6604646
1681,16.41601563,-6.128180993,3.485480422,7.07320599,-17.38350568,-6.919789731,-17.75340675
1682,16.42578125,-6.025307446,3.875895878,7.254887754,-16.84802113,-6.277414319,-15.09582088
1683,16.43554688,-6.207383724,3.159221165,7.121102043,-14.79598112,-6.679798602,-14.09966367
1684,16.4453125,-6.526570615,2.829087318,7.208995652,-12.51619701,-4.40864124,-12.59953247
1685,16.45507813,-6.582044111,2.992324901,7.216807526,-10.9584734,-2.955508554,-10.05725252
1686,16.46484375,-6.627380598,3.392004983,6.95952032,-7.772136883,-1.541524709,-6.951546359
1687,16.47460938,-6.732545436,3.527273345,6.819399673,-4.099925286,-0.219349324,-5.385873299
1688,16.484375,-6.678600046,3.720064387,6.857240593,-1.688962263,-0.072098556,-4.077518919
1689,16.49414063,-6.437399767,4.070393436,6.707485634,0.000181807,-0.171826393,-3.452303991
1690,16.50390625,-6.63044912,3.991810442,6.697439988,0.902451634,0.642683851,-4.000031974
1691,16.51367188,-6.685213538,3.978226126,6.704799856,0.784795547,0.09654098,-4.249289131
1692,16.5234375,-6.574742181,4.081851252,6.615132033,0.365994745,-0.640015259,-4.315690311
1693,16.53320313,-6.506128574,4.068955527,6.657944265,0.007087217,-1.126294747,-4.812732291
1694,16.54296875,-6.431956618,4.142000109,6.701046655,-1.076769921,-1.316425073,-5.682599176
1695,16.55273438,-6.467618962,4.142488109,6.71751489,-1.800304384,-1.071787345,-6.734168317
1696,16.5625,-6.514677277,3.942426671,6.736452146,-2.462434437,-1.070181218,-7.724578705
1697,16.57226563,-6.531068253,3.959380703,6.712448323,-2.88382399,-1.132668519,-8.158779612
1698,16.58203125,-6.519307061,3.942495723,6.696356983,-4.270281241,-1.20912454,-8.84474058
1699,16.59179688,-6.56818978,3.816522585,6.765387317,-5.597151782,-1.037841838,-9.776287555
1700,16.6015625,-6.631483721,3.654915074,6.77631003,-5.958112353,-1.161754145,-10.08701481
1701,16.61132813,-6.654129471,3.52142178,6.781869802,-5.776141059,-1.466818223,-9.778698781
1702,16.62109375,-6.636106079,3.42559668,6.805418566,-5.172024645,-1.956049176,-8.790282064
1703,16.63085938,-6.57201055,3.422326875,6.800830575,-4.56965471,-2.08037492,-7.800605421
1704,16.640625,-6.581723892,3.422450532,6.87392521,-3.847253598,-1.955031384,-7.117885945
1705,16.65039063,-6.628409117,3.504331865,6.86248165,-3.30733472,-1.528853817,-6.435057844
1706,16.66015625,-6.627953554,3.55450125,6.868346903,-3.006456316,-1.593554717,-5.755164727
1707,16.66992188,-6.646701312,3.56671182,6.823231567,-2.585153468,-1.468557862,-5.444123697
1708,16.6796875,-6.623644944,3.506655419,6.864787538,-2.28425958,-1.469903199,-4.949075388
1709,16.68945313,-6.579234443,3.455858151,6.941510218,-2.105214568,-1.230147492,-4.45381467
1710,16.69921875,-6.595792975,3.463253538,6.943677296,-1.564886938,-0.800585888,-4.017726297
1711,16.70898438,-6.591425028,3.41063294,6.904859663,-0.965019049,-0.313352247,-3.272689505
1712,16.71875,-6.617520626,3.420545925,6.92818272,-0.244553307,0.238560041,-2.650185048
1713,16.72851563,-6.614486631,3.473077503,6.872679021,0.295947731,0.543102539,-1.967776922
1714,16.73828125,-6.594829511,3.539710698,6.861654517,0.596841618,0.541757201,-1.472728613
1715,16.74804688,-6.596613782,3.601858637,6.860154493,0.777372997,0.60413636,-1.348207449
1716,16.7578125,-6.600308003,3.707043894,6.838749341,0.897664286,0.66627698,-1.285684988
1717,16.76757813,-6.619797559,3.659522654,6.854029567,0.53649934,0.540672654,-1.473042384
1718,16.77734375,-6.619736476,3.657136272,6.825788397,0.295043523,0.598844018,-1.597457344
1719,16.78710938,-6.603198896,3.640186907,6.800269387,-0.00656568,0.594267291,-1.66071113
1720,16.796875,-6.631925314,3.614299445,6.79615494,-0.368312785,0.590298035,-1.847648551
1721,16.80664063,-6.626696404,3.439793319,6.880546878,-0.609681898,0.585959845,-1.848903635
1722,16.81640625,-6.631614187,3.408804943,6.838842184,-0.30966125,0.767067112,-1.353225363
1723,16.82617188,-6.609326263,3.492131964,6.794401937,0.292637465,0.768606484,-0.671553404
1724,16.8359375,-6.5966679,3.585138621,6.825184186,0.775462395,0.714773309,-0.545883361
1725,16.84570313,-6.601800352,3.556531737,6.863601726,0.714640145,0.836169841,-0.607462088
1726,16.85546875,-6.611623662,3.5399336,6.920591896,0.593169053,0.953943797,-0.484299792
1727,16.86523438,-6.646950887,3.569092201,6.915144952,0.290277859,1.128435637,-0.300183888
1728,16.875,-6.632073665,3.611906394,6.838660676,0.048326587,1.245732518,-0.301018997
1729,16.88476563,-6.613078072,3.60448037,6.815272152,-0.012117879,1.243801961,-0.239647836
1730,16.89453125,-6.59020149,3.518146641,6.833879336,0.048908747,1.124097448,-0.301438972
1731,16.90429688,-6.626364787,3.454133844,6.814170879,0.349338147,1.308588752,-0.052500427
1732,16.9140625,-6.614645466,3.456354152,6.873082167,0.891294583,1.309043576,0.628857761
1733,16.92382813,-6.673777839,3.485837122,6.888833044,1.011263824,1.305290606,1.061279825
1734,16.93359375,-6.653164236,3.628927256,6.798143991,0.89083938,1.115592852,1.430131911
1735,16.94335938,-6.623816447,3.712154365,6.774935691,0.951763818,0.99504233,1.430025707
1736,16.953125,-6.622108977,3.64045067,6.771949624,0.830819149,1.180401895,1.059918537
1737,16.96289063,-6.650969791,3.602617291,6.77519783,0.891279099,1.245688014,0.813702569
1738,16.97265625,-6.612646963,3.6307657,6.753324652,1.012836895,1.065404504,0.813700148
1739,16.98242188,-6.616699002,3.695337994,6.723465648,1.074563352,0.888266493,0.504959297
1740,16.9921875,-6.647536082,3.705316475,6.744425224,1.015605253,0.708959388,0.195590904
1741,17.00195313,-6.604929074,3.69039493,6.742459799,0.775824695,0.528090659,-0.238088665
1742,17.01171875,-6.645762286,3.638391547,6.734249282,0.656044346,0.470180085,-0.609035785
1743,17.02148438,-6.646181196,3.590611656,6.723609977,0.656728693,0.349391025,-0.671140692
1744,17.03125,-6.601461762,3.561319173,6.764440874,0.656815397,0.286881471,-0.547980816
1745,17.04101563,-6.620546379,3.552024069,6.764650243,0.95813352,0.352275733,-0.484517042
1746,17.05078125,-6.672789953,3.547965094,6.752916524,1.079109156,0.293627293,-0.484099488
1747,17.06054688,-6.651126879,3.588282323,6.782618074,1.260907042,0.113582322,-0.422103206
1748,17.0703125,-6.660459729,3.612301372,6.803255722,1.381780491,0.054087872,-0.36000072
1749,17.08007813,-6.646544232,3.571493476,6.7853847,1.32241364,-0.12860327,-0.422629385
1750,17.08984375,-6.6686646,3.497725101,6.803654046,1.26323568,-0.372957956,-0.423783107
1751,17.09960938,-6.66848656,3.521614046,6.819585735,1.263700168,-0.558794598,-0.177673342
1752,17.109375,-6.667852966,3.586119065,6.810956053,1.263786872,-0.621304151,-0.054513466
1753,17.11914063,-6.634694017,3.571329624,6.792472516,1.142520156,-0.501838176,-0.054721033
1754,17.12890625,-6.63458231,3.580886492,6.785167456,1.202658058,-0.502445647,0.068962602
1755,17.13867188,-6.632138259,3.590409388,6.792014403,1.263291416,-0.562178634,0.069066385
1756,17.1484375,-6.634458389,3.58805542,6.766128838,1.142520156,-0.501838176,-0.054721033
1757,17.15820313,-6.605402086,3.645001645,6.757703434,1.022126679,-0.564824805,-0.055558562
1758,17.16796875,-6.60838896,3.59008324,6.789682423,0.962279857,-0.625034869,-0.179452184
1759,17.17773438,-6.641579329,3.600095025,6.803564684,1.142229076,-0.441020641,-0.054511045
1760,17.1875,-6.641111559,3.638323161,6.767269755,1.082280066,-0.502076714,-0.116719736
1761,17.19726563,-6.645976963,3.631219729,6.783944893,0.901850875,-0.563609863,-0.302925831
1762,17.20703125,-6.638927574,3.626342828,6.793500874,0.781166318,-0.565778958,-0.303553373
1763,17.21679688,-6.646626267,3.564325882,6.790273937,0.721421684,-0.625143012,-0.489131927
1764,17.2265625,-6.654101539,3.53097598,6.802863505,0.781661774,-0.624904474,-0.427133224
1765,17.23632813,-6.635411385,3.506821938,6.82940096,0.962775312,-0.684160385,-0.303032035
1766,17.24609375,-6.644355013,3.557124983,6.80224049,1.143495583,-0.683444771,-0.117035927
1767,17.25585938,-6.643838367,3.604907985,6.779864573,1.324609122,-0.742700682,0.007065261
1768,17.265625,-6.627056423,3.616626332,6.763087376,1.265226787,-0.988747387,0.129281404
1769,17.27539063,-6.636661562,3.61197678,6.784416132,1.2061665,-1.168900502,-0.118402057
1770,17.28515625,-6.605449207,3.647388472,6.781228143,1.02563512,-1.23127966,-0.242923221
1771,17.29492188,-6.611171626,3.547112976,6.790716459,0.845481525,-1.416985906,-0.244494497
1772,17.3046875,-6.632688071,3.535460347,6.802771946,0.966063894,-1.415662821,-0.182182023
1773,17.31445313,-6.627747606,3.559284462,6.813992424,1.267468721,-1.412778112,0.004441627
1774,17.32421875,-6.629795438,3.595152406,6.817842375,1.266595482,-1.230325508,0.00507159
1775,17.33398438,-6.622515647,3.618942773,6.84085663,1.14505317,-0.986686435,-0.179770797
1776,17.34375,-6.620682499,3.566349701,6.856275666,1.024179722,-0.927191986,-0.241873283
1777,17.35351563,-6.620542868,3.575907457,6.839537685,0.90241755,-0.748600495,-0.118500999
1778,17.36328125,-6.615551787,3.602121512,6.841267651,0.841202033,-0.567232438,-0.118184807
1779,17.37304688,-6.611269362,3.547109864,6.823731682,0.660277386,-0.569640071,-0.180811051
1780,17.3828125,-6.623055,3.549664099,6.802436893,0.840997657,-0.568924456,0.005185057
1781,17.39257813,-6.627117506,3.619012715,6.791328546,0.962744344,-0.81087151,0.06665758
1782,17.40234375,-6.624877672,3.607034161,6.798693823,0.963341988,-0.869151017,-0.118607203
1783,17.41210938,-6.620331678,3.587855819,6.806234502,1.023786454,-0.867220461,-0.179978364
1784,17.421875,-6.611175104,3.561442831,6.837535509,0.902913006,-0.807726011,-0.24208085
1785,17.43164063,-6.596821502,3.566027109,6.816212004,0.962366561,-0.687544422,-0.056292308
1786,17.44140625,-6.618414748,3.544818725,6.823781399,1.143393395,-0.68429078,-0.055350996
1787,17.45117188,-6.629647079,3.607098768,6.805763263,1.264266844,-0.74378523,0.00675149
1788,17.4609375,-6.603324565,3.630629595,6.812290907,1.083444385,-0.745346853,-0.117559686
1789,17.47070313,-6.615653026,3.587788323,6.829822054,0.963066392,-0.74497792,-0.303242023
1790,17.48046875,-6.599574496,3.525446117,6.814830217,1.143511067,-0.620089209,-0.301880735
1791,17.49023438,-6.594305892,3.577940612,6.806493747,1.203153514,-0.561571163,-0.054617249
1792,17.5,-6.606538347,3.55182069,6.844845819,1.202862434,-0.500753629,-0.054407262
1793,17.50976563,-6.591929905,3.589849669,6.843940093,1.383889269,-0.497499987,-0.053465949
1794,17.51953125,-6.627604464,3.592725607,6.872141887,1.322878127,-0.314439911,-0.176519621
1795,17.52929688,-6.627724907,3.571226823,6.844361455,1.140686974,-0.074423414,-0.176620983
1796,17.5390625,-6.617618824,3.630823861,6.828782767,1.019711337,-0.015774974,-0.177038538
1797,17.54882813,-6.630095652,3.566482916,6.827966403,0.958904572,0.16897712,-0.423462073
1798,17.55859375,-6.599244602,3.56605819,6.83271699,0.898169026,0.227864098,-0.361880924
1799,17.56835938,-6.606561046,3.539878329,6.814476788,0.896989223,0.407778675,-0.176196166
1800,17.578125,-6.644414357,3.552346438,6.807072135,0.835860409,0.526637178,-0.052720098
1801,17.58789063,-6.654087568,3.540529735,6.828573668,0.896493767,0.466904191,-0.052616315
1802,17.59765625,-6.634926159,3.549827285,6.802423767,1.07740293,0.405956261,0.194854737
1803,17.60742188,-6.649042386,3.564357185,6.804420693,1.138122992,0.283713721,0.318118397
1804,17.6171875,-6.634774304,3.566550413,6.804378851,1.319629798,0.164486284,0.380324666
1805,17.62695313,-6.617693885,3.614103178,6.800887151,1.319614314,0.101130721,0.565169474
1806,17.63671875,-6.627656851,3.559287352,6.783335432,1.259169848,0.099200165,0.626540635
1807,17.64648438,-6.61768167,3.611715239,6.789153593,1.380334376,-0.021111819,0.688433133
1808,17.65625,-6.615124165,3.633183386,6.795712578,1.380452048,0.043089752,0.441903393
1809,17.66601563,-6.610925514,3.578169071,6.806475371,1.320125254,0.105360767,0.256744815
1810,17.67578125,-6.653581398,3.583535749,6.794521784,1.319834174,0.166178302,0.256954802
1811,17.68554688,-6.646326045,3.602548683,6.810576532,1.260278431,0.045150704,0.132851193
1812,17.6953125,-6.634952336,3.552214779,6.818873786,1.200227232,-0.016751378,0.132327434
1813,17.70507813,-6.628093209,3.516283561,6.793805014,1.260058571,-0.019896877,0.441065864
1814,17.71484375,-6.63916321,3.600063722,6.789417928,1.44117211,-0.079152788,0.565167053
1815,17.72460938,-6.653118854,3.633705356,6.798028807,1.381411991,-0.201872405,0.564433307
1816,17.734375,-6.641907467,3.571424646,6.823121633,1.26151397,-0.323984551,0.440015926
1817,17.74414063,-6.636918134,3.595250317,6.8178345,1.321942952,-0.385409557,0.563489573
1818,17.75390625,-6.641638673,3.59531648,6.808396329,1.32146298,-0.262928478,0.502224616
1819,17.76367188,-6.62498065,3.599865899,6.81065775,1.201258396,-0.387578651,0.562862031
1820,17.7734375,-6.605712767,3.621108477,6.786578119,1.261498486,-0.387340113,0.624860734
1821,17.78320313,-6.629755291,3.602318668,6.827102519,1.261702862,-0.385648095,0.50149087
1822,17.79296875,-6.648960335,3.590631401,6.860384702,1.079220628,-0.084814063,0.501599495
1823,17.80273438,-6.67064957,3.571808288,6.907986418,0.897116179,0.092692881,0.624658009
1824,17.8125,-6.659078625,3.542975613,6.918123572,1.197081091,0.463020826,0.627486789
1825,17.82226563,-6.724195255,3.419631542,6.864449969,1.616361865,1.077095986,0.755152925
1826,17.83203125,-6.777105582,3.35345482,6.880154182,1.43325102,1.3094984,1.310215949
1827,17.84179688,-6.850811516,3.31624999,6.793739764,1.370967172,1.292339678,2.481915882
1828,17.8515625,-6.857592143,3.306805482,6.647751987,2.277708467,0.373502617,4.14896579
1829,17.86132813,-6.86383514,3.392911197,6.624446718,3.489434252,-1.334769705,6.123279373
1830,17.87109375,-6.853119909,3.50268251,6.562852219,3.97593483,-2.622719769,7.540133232
1831,17.88085938,-6.85466983,3.378440125,6.690833217,4.341899492,-3.721926231,8.340140194
1832,17.890625,-6.764373946,3.413027223,6.779681833,5.00605162,-4.212610664,9.513925478
1833,17.90039063,-6.56635664,3.754376202,6.75037973,5.30626116,-4.093166941,10.07107869
1834,17.91015625,-6.427813354,3.876702968,6.863090465,5.00353409,-3.664406842,9.454130434
1835,17.91992188,-6.416580959,3.890849411,7.124521587,3.673916875,-2.630680533,7.723619173
1836,17.9296875,-6.451334806,3.499464143,7.190530119,1.921117178,-1.484603005,6.114701354
1837,17.93945313,-6.574334587,3.682797053,6.811055378,2.158339954,-0.502954213,5.81089158
1838,17.94921875,-6.682009827,3.77510382,6.57999779,3.064622962,-0.793311705,5.999603001
1839,17.95898438,-6.469874085,3.894030233,6.688131034,3.194708775,-2.799813276,6.116670816
1840,17.96875,-6.362041427,4.411076718,6.399833458,2.779431897,-4.139468807,5.67806017
1841,17.97851563,-6.488130591,4.331595225,6.227143433,0.977515076,-5.051273888,3.259784889
1842,17.98828125,-6.700534228,3.739554948,6.307285973,-1.246726472,-6.096535915,1.147317896
1843,17.99804688,-6.686716014,3.478909582,6.424418725,-1.600583456,-7.615867485,0.585021194
1844,18.0078125,-6.619618784,4.00127566,6.277455148,-0.926104181,-9.664965573,0.087853642
1845,18.01757813,-6.719602271,4.203365705,6.204115843,-1.880349277,-11.29647346,-1.958439106
1846,18.02734375,-6.59495967,3.859958918,6.320971881,-3.980249189,-12.81510855,-4.873862572
1847,18.03710938,-6.460472371,4.261915571,6.287800864,-5.661614609,-13.85230167,-6.860135764
1848,18.046875,-6.43169186,4.275863117,6.235605747,-8.550509941,-14.79039668,-8.790579468
1849,18.05664063,-6.398511895,4.347054141,6.483887129,-12.22379915,-15.93181148,-10.2322527
1850,18.06640625,-6.362375196,4.671502034,6.539763545,-15.77863026,-16.5836709,-11.73330342
1851,18.07617188,-6.35919585,4.549582091,6.681841582,-18.30865832,-16.78291017,-13.84439945
1852,18.0859375,-6.420534437,4.378375296,6.803834108,-21.56100078,-17.17000254,-16.51505507
1853,18.09570313,-6.216175476,4.213059576,7.029652402,-22.82263642,-17.8423127,-17.94270755
1854,18.10546875,-6.338651928,3.88737067,7.259084927,-25.66435929,-15.91666898,-20.17139273
1855,18.11523438,-6.05490344,3.145099385,7.706401719,-27.3585539,-14.78388906,-20.73135294
1856,18.125,-5.981234579,2.479810018,7.974832254,-25.26475426,-11.10279989,-20.27597718
1857,18.13476563,-6.22637045,2.373289774,7.823926154,-20.64176884,-6.913307704,-18.07856505
1858,18.14453125,-6.181972189,2.296220512,7.821102523,-16.07291704,-4.443865217,-14.71533264
1859,18.15429688,-6.174648755,2.331953907,7.867411118,-12.88778509,-2.534034992,-12.28648082
1860,18.1640625,-6.15781622,2.317402261,7.749863538,-7.774601761,-0.360611272,-8.798104548
1861,18.17382813,-6.145807639,2.534689497,7.59370641,-3.625699593,1.678900678,-5.685278175
1862,18.18359375,-6.227344019,2.934840462,7.534471162,-0.318223319,3.288504342,-3.380218621
1863,18.19335938,-6.232848688,3.104561152,7.528016005,1.605855142,4.404389334,-2.379439266
1864,18.203125,-6.260899624,3.143180043,7.501122496,2.385152026,5.450694521,-2.248420592
1865,18.21289063,-6.423269017,3.002070358,7.355831025,2.682017249,6.490861358,-2.30496688
1866,18.22265625,-6.469535356,3.103071648,7.263746901,2.740566597,6.666784426,-1.74885876
1867,18.23242188,-6.433618179,3.126475039,7.237269823,2.861786861,6.357251764,-1.19411677
1868,18.2421875,-6.429897798,2.999795667,7.181371709,3.163916288,5.986771172,-0.391903728
1869,18.25195313,-6.57522908,3.164285015,7.066455861,3.462246194,6.343562969,0.597883961
1870,18.26171875,-6.518394559,3.402438039,7.074906391,3.223843615,5.541828755,1.087378493
1871,18.27148438,-6.442347568,3.422890882,7.119278436,2.381702405,5.105998404,0.711406196
1872,18.28125,-6.385019981,3.207060893,7.119810908,1.597299241,5.281965977,0.152792751
1873,18.29101563,-6.545607247,3.288122419,7.080000174,1.715277375,5.894002437,0.032150305
1874,18.30078125,-6.655525767,3.444950839,7.010102852,2.016917546,6.02529029,-0.274285524
1875,18.31054688,-6.595150206,3.300759493,7.011268411,2.445559325,4.883271025,-0.707873414
1876,18.3203125,-6.4894827,3.194167067,7.072876355,2.750968049,4.160575363,-0.832194274
1877,18.33007813,-6.470925189,3.170008801,7.144220183,2.871274821,4.286071545,-0.954516621
1878,18.33984375,-6.490776074,3.057991212,7.076159114,3.110024216,4.837767547,-0.951371649
1879,18.34960938,-6.532314448,2.929538892,7.06271686,3.711174096,5.14593262,-0.453704548
1880,18.359375,-6.551241977,2.934578755,7.055505984,4.552977774,5.452513818,0.47701216
1881,18.36914063,-6.485809439,3.069874522,7.040502951,4.972865475,5.629022106,1.466797428
1882,18.37890625,-6.530736561,3.10154872,7.077436057,5.272028368,6.055937539,1.778260854
1883,18.38867188,-6.526276089,3.079979328,7.1062584,5.81334691,6.367248111,1.967189526
1884,18.3984375,-6.586705767,3.207450657,7.070122535,6.234665242,6.555600528,2.093385749
1885,18.40820313,-6.625201846,3.382412811,6.995126766,6.35582977,6.435288544,2.155278247
1886,18.41796875,-6.535241073,3.397882619,7.136317184,5.995175763,6.313914265,1.659496192
1887,18.42773438,-6.539500816,3.445730006,7.123368938,5.328766217,7.16527386,0.795395493
1888,18.4375,-6.574887408,3.44145013,7.031473769,4.723863269,7.774447864,-0.069231385
1889,18.44726563,-6.52655972,3.533969009,7.043429553,4.060671084,8.020170139,-1.120486755
1890,18.45703125,-6.558753442,3.646710615,7.047760655,2.97230531,8.994033065,-2.603213193
1891,18.46679688,-6.518108761,3.650941443,6.967510271,1.340118949,10.2681448,-4.519508154
1892,18.4765625,-6.532610723,3.634410803,7.000912889,0.070348557,11.36208118,-6.126125793
1893,18.48632813,-6.538027687,3.569969946,7.021328472,-1.439682365,12.3976299,-8.227687958
1894,18.49609375,-6.609537405,3.537503467,7.01026486,-2.285774819,13.32008953,-10.07947889
1895,18.50585938,-6.55969991,3.785311714,7.006685995,-3.917465725,14.53507576,-12.1193537
1896,18.515625,-6.541136744,3.500717686,7.048936555,-5.974330219,16.47820263,-14.59069958
1897,18.52539063,-6.571082784,3.114045688,7.110118692,-6.890314847,19.21733569,-15.9430252
1898,18.53515625,-6.662101707,3.256280044,7.026438543,-7.507300706,22.12911592,-16.18282324
1899,18.54492188,-6.688762819,3.218408471,7.088645128,-7.939964949,24.75529029,-17.53305867
1900,18.5546875,-6.788320359,3.535151804,7.236573261,-9.100796163,28.28325113,-19.06896433
1901,18.56445313,-6.676958795,3.767774965,7.256990503,-10.19686317,30.71081283,-20.11485654
1902,18.57421875,-6.786758587,3.981927028,7.329563007,-10.45680253,35.67414941,-23.12166429
1903,18.58398438,-6.837614691,3.93731066,6.719817892,-13.49523337,41.45004042,-26.94186978
1904,18.59375,-6.6814624,3.624440147,7.519848734,-14.04830037,44.39251552,-29.34032666
1905,18.60351563,-6.720527447,3.79460753,7.621835414,-11.00399939,52.32966781,-31.94968801
1906,18.61328125,-6.222698235,3.281079426,8.672225399,-10.60287704,57.09287148,-32.79470163
